ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Meta: _wpcom_is_markdown,Download 1 name,Download 1 URL,Download 2 name,Download 2 URL
123,variable,woo-fnjhs-123,Anti-Slip Universal Aluminum Car Brake Pedals Cover Set,1,0,visible,This is a variable product.,sdbghs,,,taxable,,1,,0,0,,,,,1,,,,variable,,,,,,,,,,,,0,Color,"Red, Blue, Silver",1,1,Style,"Automatic, Manual",1,1,,,,,1
124,variation,woo-gfd-124,Anti-Slip Universal Aluminum Car Brake Pedals Cover Set,1,0,visible,,,,,taxable,,1,,0,0,,,,,0,,23.99,23.99,,,,https://img.funpinpin.store/housebeauty/uploads/2020/05/10765637624_104626746.jpg,,,woo-fnjhs-123,,,,,,0,color,Red,,1,style,Automatic,,1,,,,
125,variation,woo-gfd-125,Anti-Slip Universal Aluminum Car Brake Pedals Cover Set,1,0,visible,,,,,taxable,,1,,0,0,,,,,0,,23.99,23.99,,,,https://img.funpinpin.store/housebeauty/uploads/2020/05/10765637624_104626746.jpg,,,woo-fnjhs-123,,,,,,0,color,Red,,1,style,Manual,,1,,,,
126,variation,woo-gfd-126,Anti-Slip Universal Aluminum Car Brake Pedals Cover Set,1,0,visible,,,,,taxable,,1,,0,0,,,,,0,,23.99,23.99,,,,https://img.funpinpin.store/housebeauty/uploads/2020/05/10765637624_104626746.jpg,,,woo-fnjhs-123,,,,,,0,color,Blue,,1,style,Automatic,,1,,,,
127,variation,woo-gfd-127,Anti-Slip Universal Aluminum Car Brake Pedals Cover Set,1,0,visible,,,,,taxable,,1,,0,0,,,,,0,,23.99,23.99,,,,https://img.funpinpin.store/housebeauty/uploads/2020/05/10765637624_104626746.jpg,,,woo-fnjhs-123,,,,,,0,color,Blue,,1,style,Manual,,1,,,,
128,variation,woo-gfd-128,Anti-Slip Universal Aluminum Car Brake Pedals Cover Set,1,0,visible,,,,,taxable,,1,,0,0,,,,,0,,23.99,23.99,,,,https://img.funpinpin.store/housebeauty/uploads/2020/05/10765637624_104626746.jpg,,,woo-fnjhs-123,,,,,,0,color,Silver,,1,style,Automatic,,1,,,,
129,variation,woo-gfd-129,Anti-Slip Universal Aluminum Car Brake Pedals Cover Set,1,0,visible,,,,,taxable,,1,,0,0,,,,,0,,23.99,23.99,,,,https://img.funpinpin.store/housebeauty/uploads/2020/05/10765637624_104626746.jpg,,,woo-fnjhs-123,,,,,,0,color,Silver,,1,style,Manual,,1,,,,
131,variable,woo-fnjhs-131,Baby Albino Vampire Plushie-BUY 2 FREE SHIPPING,1,0,visible,This is a variable product.,sdbghs,,,taxable,,1,,0,0,,,,,1,,,,variable,,,,,,,,,,,,0,Quantity,"BUY 1, BUY 2(🔥FREE SHIPPING&SAVE 4$), BUY 3 GET 1 FREE",1,1,Box,"NO, Bow gift box(1 pc), Bow gift box(2 pcs), Bow gift box(3 pcs)",1,1,,,,,1
132,variation,woo-gfd-132,Baby Albino Vampire Plushie-BUY 2 FREE SHIPPING,1,0,visible,,,,,taxable,,1,,0,0,,,,,0,,21.95,43.99,,,,https://img.funpinpin.store/housebeauty/uploads/2020/06/bafb675a-baby-white-bat-plushie-10-510x510-1.png,,,woo-fnjhs-131,,,,,,0,quantity,BUY 1,,1,box,NO,,1,,,,
133,variation,woo-gfd-133,Baby Albino Vampire Plushie-BUY 2 FREE SHIPPING,1,0,visible,,,,,taxable,,1,,0,0,,,,,0,,27.95,43.99,,,,https://img.funpinpin.store/housebeauty/uploads/2020/06/1_030ff423-44c0-4e12-9791-49ee484dfb60.jpg,,,woo-fnjhs-131,,,,,,0,quantity,BUY 1,,1,box,Bow gift box(1 pc),,1,,,,
134,variation,woo-gfd-134,Baby Albino Vampire Plushie-BUY 2 FREE SHIPPING,1,0,visible,,,,,taxable,,1,,0,0,,,,,0,,31.95,43.99,,,,https://img.funpinpin.store/housebeauty/uploads/2020/06/1_030ff423-44c0-4e12-9791-49ee484dfb60.jpg,,,woo-fnjhs-131,,,,,,0,quantity,BUY 1,,1,box,Bow gift box(2 pcs),,1,,,,
135,variation,woo-gfd-135,Baby Albino Vampire Plushie-BUY 2 FREE SHIPPING,1,0,visible,,,,,taxable,,1,,0,0,,,,,0,,34.95,43.99,,,,https://img.funpinpin.store/housebeauty/uploads/2020/06/1_030ff423-44c0-4e12-9791-49ee484dfb60.jpg,,,woo-fnjhs-131,,,,,,0,quantity,BUY 1,,1,box,Bow gift box(3 pcs),,1,,,,
136,variation,woo-gfd-136,Baby Albino Vampire Plushie-BUY 2 FREE SHIPPING,1,0,visible,,,,,taxable,,1,,0,0,,,,,0,,39.95,73.99,,,,https://img.funpinpin.store/housebeauty/uploads/2020/06/bafb675a-baby-white-bat-plushie-10-510x510-1.png,,,woo-fnjhs-131,,,,,,0,quantity,BUY 2(🔥FREE SHIPPING&SAVE 4$),,1,box,NO,,1,,,,
